SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Townhouse,1210 Gleneagle Rd,Baltimore,MD,21239,169900,3,2.0,Baltimore City,1116,,1950,4,152,,Active,,,http://www.redfin.com/MD/Baltimore/1210-Gleneagle-Rd-21239/home/11204096,MRIS,BA10231184,N,Y,39.3642305,-76.5928187
MLS Listing,,Townhouse,4010 Falls Rd,Baltimore,MD,21211,299900,3,3.0,Hampden,1320,,1920,4,227,,Active,May-9-2018 05:00 PM,May-9-2018 07:00 PM,http://www.redfin.com/MD/Baltimore/4010-Falls-Rd-21211/home/10874590,MRIS,BA10231163,N,Y,39.3370756,-76.6372368
MLS Listing,,Condo/Co-op,675 President St #1403,Baltimore,MD,21202,449000,2,2.0,Harbor East,1066,,2006,4,421,782,Active,,,http://www.redfin.com/MD/Baltimore/675-S-President-St-21202/unit-1403/home/12547260,MRIS,BA10231138,N,Y,39.2834056,-76.6012702
MLS Listing,,Townhouse,2914 Norfolk Ave,Baltimore,MD,21215,37900,3,2.0,Park Circle,,2068,1920,4,,,Active,,,http://www.redfin.com/MD/Baltimore/2914-Norfolk-Ave-21215/home/10915755,MRIS,BA10231079,N,Y,39.3276915,-76.6615285
MLS Listing,,Single Family Residential,4806 Holder Ave,Baltimore,MD,21214,245000,4,3.0,Lauraville,2119,6286,1923,4,116,,Active,,,http://www.redfin.com/MD/Baltimore/4806-Holder-Ave-21214/home/11126977,MRIS,BA10231071,N,Y,39.3430578,-76.5630242
MLS Listing,,Condo/Co-op,652 Charles St S Unit R14,Baltimore,MD,21230,249000,2,2.0,Otterbein,910,,1986,4,274,201,Active,,,http://www.redfin.com/MD/Baltimore/652-S-Charles-St-21230/unit-R14/home/11885624,MRIS,BA10211495,N,Y,39.281553,-76.615097
MLS Listing,,Single Family Residential,2833 Rosalie Ave,Baltimore,MD,21234,237500,3,2.5,Parkville,1177,6246,1925,4,202,,Active,,,http://www.redfin.com/MD/Baltimore/2833-Rosalie-Ave-21234/home/11190644,MRIS,BA10231055,N,Y,39.368648,-76.5504714
MLS Listing,,Single Family Residential,3801 Garrison Blvd,Baltimore,MD,21215,259000,4,2.5,Garrison,2560,7500,1983,4,101,,Active,,,http://www.redfin.com/MD/Baltimore/3801-Garrison-Blvd-21215/home/10903904,MRIS,BA10231021,N,Y,39.3315146,-76.6822418
MLS Listing,,Townhouse,1115 Sargeant St,Baltimore,MD,21223,164900,3,2.0,Washington Village,1390,,1900,4,119,,Active,,,http://www.redfin.com/MD/Baltimore/1115-Sargeant-St-21223/home/10997238,MRIS,BA10227196,N,Y,39.282807,-76.6334306
MLS Listing,,Townhouse,117 Potomac St N,Baltimore,MD,21224,284900,3,2.0,Patterson Park,960,,1900,4,297,,Active,,,http://www.redfin.com/MD/Baltimore/117-N-Potomac-St-21224/home/10763078,MRIS,BA10231019,N,Y,39.2937802,-76.5746842
MLS Listing,,Townhouse,1119 Scott St,Baltimore,MD,21230,50000,2,1.0,Washington Village,1102,,1900,4,45,,Active,,,http://www.redfin.com/MD/Baltimore/1119-Scott-St-21230/home/11003456,MRIS,BA10231015,N,Y,39.2793319,-76.628406
MLS Listing,,Townhouse,1419 Locust St,Baltimore City,MD,21226,39999,2,1.0,N/a,992,,1956,4,40,,Active,,,http://www.redfin.com/MD/Baltimore/1419-Locust-St-21226/home/11058055,MRIS,BA10230987,N,Y,39.2264969,-76.5907897
MLS Listing,,Townhouse,1820 E Lafayette Ave,Baltimore,MD,21213,20000,3,1.0,Broadway East,,,1913,4,,,Active,,,http://www.redfin.com/MD/Baltimore/1820-E-Lafayette-Ave-21213/home/10781475,MRIS,BA10230956,N,Y,39.3109536,-76.5922319
MLS Listing,,Townhouse,902 Milton Ave N,Baltimore,MD,21205,235000,2,3.0,Station East,,,1920,4,,,Active,,,http://www.redfin.com/MD/Baltimore/902-N-Milton-Ave-21205/home/10764391,MRIS,BA10230921,N,Y,39.3012961,-76.5826515
MLS Listing,,Townhouse,1224 Winston Ave,Baltimore,MD,21239,168000,3,2.0,Northwood,1248,,1957,4,135,,Active,,,http://www.redfin.com/MD/Baltimore/1224-Winston-Ave-21239/home/11195626,MRIS,BA10230916,N,Y,39.349475,-76.597774
MLS Listing,,Townhouse,112 Potomac St N,Baltimore,MD,21224,274900,3,2.5,Patterson Park,960,,1900,4,286,,Active,,,http://www.redfin.com/MD/Baltimore/112-N-Potomac-St-21224/home/10762619,MRIS,BA10230920,N,Y,39.2937056,-76.5750679
MLS Listing,,Townhouse,3907 Fleet St,Baltimore,MD,21224,414900,4,4.5,The Summit At Brewer's Hill,2178,2678,2006,4,190,,Active,,,http://www.redfin.com/MD/Baltimore/3907-Fleet-St-21224/home/12095664,MRIS,BA10230887,N,Y,39.2855673,-76.563916
MLS Listing,,Townhouse,2102 Bolton St,Baltimore,MD,21217,449900,4,3.5,Reservoir Hill,2520,2522,1900,4,179,,Active,May-20-2018 01:00 PM,May-20-2018 03:00 PM,http://www.redfin.com/MD/Baltimore/2102-Bolton-St-21217/home/10866999,MRIS,BA10230888,N,Y,39.3118565,-76.6302266
MLS Listing,,Single Family Residential,4425 Garrison Blvd,Baltimore,MD,21215,44900,4,2.0,000000,2866,5980,1930,4,16,,Active,,,http://www.redfin.com/MD/Baltimore/4425-Garrison-Blvd-21215/home/10881808,MRIS,BA10230850,N,Y,39.3379125,-76.6845155
MLS Listing,,Single Family Residential,2703 Latona Rd,Baltimore,MD,21214,274999,4,3.5,Hamilton,1489,8228,1927,4,185,,Active,,,http://www.redfin.com/MD/Baltimore/2703-Latona-Rd-21214/home/11144853,MRIS,BA10230805,N,Y,39.3522719,-76.5668657
MLS Listing,,Townhouse,1321 Sherwood Ave,Baltimore,MD,21239,170000,3,2.0,Ramblewood,1064,,1953,4,160,,Active,,,http://www.redfin.com/MD/Baltimore/1321-Sherwood-Ave-21239/home/11204634,MRIS,BA10229378,N,Y,39.3652804,-76.5897618
MLS Listing,,Townhouse,602 Washington St S,Baltimore,MD,21231,189900,2,1.5,Fells Point,1330,,1920,4,143,,Active,,,http://www.redfin.com/MD/Baltimore/602-S-Washington-St-21231/home/10746793,MRIS,BA10230785,N,Y,39.284373,-76.58896
MLS Listing,,Townhouse,605 Lakewood Ave S,Baltimore,MD,21224,319000,2,1.5,Canton,1498,,1910,4,213,,Active,,,http://www.redfin.com/MD/Baltimore/605-S-Lakewood-Ave-21224/home/10738280,MRIS,BA10227675,N,Y,39.284977,-76.578307
MLS Listing,,Single Family Residential,1807 Eastern Ave,Baltimore,MD,21231,209000,3,1.0,Fells Point,1248,1307,1855,4,167,,Active,,,http://www.redfin.com/MD/Baltimore/1807-Eastern-Ave-21231/home/10747709,MRIS,BA10230740,N,Y,39.2855075,-76.5908438
MLS Listing,,Townhouse,2909 Norfolk Ave,Baltimore,MD,21215,99900,4,2.0,Park Circle,,,1920,4,,,Active,,,http://www.redfin.com/MD/Baltimore/2909-Norfolk-Ave-21215/home/10915607,MRIS,BA10230741,N,Y,39.3274794,-76.6610839
MLS Listing,,Townhouse,1403 Marshall St,Baltimore,MD,21230,389000,2,3.0,Federal Hill,1008,,1880,4,386,,Active,,,http://www.redfin.com/MD/Baltimore/1403-Marshall-St-21230/home/11014403,MRIS,BA10230680,N,Y,39.2740646,-76.6124448
MLS Listing,,Townhouse,227 Gilmor St S,Baltimore,MD,21223,75000,4,1.0,New Southwest- Mount Clare,,945,1920,4,,,Active,,,http://www.redfin.com/MD/Baltimore/227-S-Gilmor-St-21223/home/10966027,MRIS,BA10230699,N,Y,39.2847023,-76.6419503
MLS Listing,,Townhouse,423 Curley St N,Baltimore,MD,21224,39900,3,1.0,Patterson Park,1008,,1920,4,40,,Active,,,http://www.redfin.com/MD/Baltimore/423-N-Curley-St-21224/home/10753309,MRIS,BA10230594,N,Y,39.2963725,-76.5755645
MLS Listing,,Single Family Residential,2721 Louise Ave,Baltimore,MD,21214,129900,2,2.0,Hamilton,1484,6499,1925,4,88,,Active,,,http://www.redfin.com/MD/Baltimore/2721-Louise-Ave-21214/home/11188802,MRIS,BA10230607,N,Y,39.3613939,-76.5598232
MLS Listing,,Single Family Residential,518 Fairview Ave,Baltimore,MD,21224,175000,3,1.0,East View,1440,4000,1949,4,122,,Active,,,http://www.redfin.com/MD/Baltimore/518-Fairview-Ave-21224/home/9306628,MRIS,BC10230606,N,Y,39.2914171,-76.5180498
MLS Listing,,Townhouse,431 Bouldin St N,Baltimore,MD,21224,149900,3,1.0,Patterson Park,976,,1924,4,154,,Active,,,http://www.redfin.com/MD/Baltimore/431-N-Bouldin-St-21224/home/11090917,MRIS,BA10230547,N,Y,39.2965615,-76.5711272
MLS Listing,,Townhouse,324 Wolfe St S,Baltimore,MD,21231,399900,4,3.5,Fells Point,2110,,1900,4,190,,Active,,,http://www.redfin.com/MD/Baltimore/324-S-Wolfe-St-21231/home/10743539,MRIS,BA10230463,N,Y,39.2871059,-76.5903495
MLS Listing,,Townhouse,618 Lakewood Ave S,Baltimore,MD,21224,384990,3,2.5,Canton,1600,,1920,4,241,,Active,May-12-2018 11:00 AM,May-12-2018 01:00 PM,http://www.redfin.com/MD/Baltimore/618-S-Lakewood-Ave-21224/home/10731172,MRIS,BA10230474,N,Y,39.284719,-76.5787859
MLS Listing,,Townhouse,5027 Orville Ave,Baltimore,MD,21205,44500,3,1.0,Armistead Gardens,,123,1940,4,,,Active,,,http://www.redfin.com/MD/Baltimore/5027-Orville-Ave-21205/home/56864740,MRIS,BA10230473,N,Y,39.3101057,-76.5579052
MLS Listing,,Townhouse,6152 Parkway Dr,Baltimore,MD,21212,155000,2,2.0,Lake Evesham,1708,,1947,4,91,,Active,,,http://www.redfin.com/MD/Baltimore/6152-Parkway-Dr-21212/home/11202656,MRIS,BA10230335,N,Y,39.3686541,-76.6019209
MLS Listing,,Single Family Residential,3603 Clarinth Rd,Baltimore,MD,21215,199900,3,1.5,Upper Park Heights,1404,6883,1939,4,142,,Active,,,http://www.redfin.com/MD/Baltimore/3603-Clarinth-Rd-21215/home/11181269,MRIS,BA10230328,N,Y,39.3623517,-76.7011934
MLS Listing,,Townhouse,63 Upmanor Rd,Baltimore,MD,21229,57900,3,1.0,Uplands,1024,871,1948,4,57,,Active,,,http://www.redfin.com/MD/Baltimore/63-Upmanor-Rd-21229/home/11221436,MRIS,BA10230343,N,Y,39.2875591,-76.6896476
MLS Listing,,Condo/Co-op,341 Homeland Southway Unit 1A,Baltimore,MD,21212,91500,1,1.0,Villages At Homeland,860,,1978,4,106,329,Active,,,http://www.redfin.com/MD/Baltimore/341-Homeland-Southway-21212/unit-1A/home/11208199,MRIS,BA10230327,N,Y,39.3525611,-76.6146973
MLS Listing,,Townhouse,3701 Old York Rd,Baltimore,MD,21218,69900,3,2.0,Waverly,1260,2430,1927,4,55,,Active,,,http://www.redfin.com/MD/Baltimore/3701-Old-York-Rd-21218/home/10805091,MRIS,BA10230302,N,Y,39.3341443,-76.6072316
MLS Listing,,Townhouse,106 Milton Ave N,Baltimore,MD,21224,244900,3,1.5,Patterson Park,1260,,1920,4,194,,Active,May-12-2018 01:30 PM,May-12-2018 03:30 PM,http://www.redfin.com/MD/Baltimore/106-N-Milton-Ave-21224/home/10759250,MRIS,BA10230267,N,Y,39.2933443,-76.5821734
MLS Listing,,Townhouse,1260 Sargeant St,Baltimore,MD,21223,119900,3,2.0,Washington Village,780,,1898,4,154,,Active,,,http://www.redfin.com/MD/Baltimore/1260-Sargeant-St-21223/home/10999173,MRIS,BA10230259,N,Y,39.2814719,-76.6355315
MLS Listing,,Townhouse,619 Potomac St S,Baltimore,MD,21224,325000,2,1.5,Canton,1362,436,1910,4,239,,Active,,,http://www.redfin.com/MD/Baltimore/619-S-Potomac-St-21224/home/10738837,MRIS,BA10230247,N,Y,39.2848498,-76.5741198
MLS Listing,,Single Family Residential,4601 Bayonne Ave,Baltimore,MD,21206,225900,3,3.0,Baltimore City,1746,11247,1953,4,129,,Active,,,http://www.redfin.com/MD/Baltimore/4601-Bayonne-Ave-21206/home/11099420,MRIS,BA10230246,N,Y,39.3408398,-76.5373454
MLS Listing,,Townhouse,7 Southfield Pl,Baltimore,MD,21212,269900,3,1.5,Homeland,1600,2178,1936,4,169,12,Active,May-9-2018 12:00 PM,May-9-2018 02:00 PM,http://www.redfin.com/MD/Baltimore/7-Southfield-Pl-21212/home/11153069,MRIS,BA10230232,N,Y,39.3543339,-76.6131782
MLS Listing,,Townhouse,2513 Mosher St,Baltimore,MD,21216,20000,2,2.0,Bridgeview/greenlawn,1200,,1936,4,17,,Active,,,http://www.redfin.com/MD/Baltimore/2513-Mosher-St-21216/home/10950312,MRIS,BA10230129,N,Y,39.2993261,-76.6571569
MLS Listing,,Townhouse,2414 Orleans St,Baltimore,MD,21224,192987,3,3.5,Mcelderly Park,1170,,1880,4,165,,Active,,,http://www.redfin.com/MD/Baltimore/2414-Orleans-St-21224/home/10755494,MRIS,BA10230097,N,Y,39.2957731,-76.5826977
MLS Listing,,Condo/Co-op,2355 Sorrel Ct Unit .,Baltimore,MD,21209,109900,2,2.0,Coldspring Newtown,1552,,1987,4,71,450,Active,,,http://www.redfin.com/MD/Baltimore/2355-Sorrel-Ct-21209/unit-2355/home/143412244,MRIS,BA10230067,N,Y,39.3484924,-76.6578304
MLS Listing,,Townhouse,1521 Bond St,Baltimore,MD,21213,25000,4,2.0,X,,,1915,4,,,Active,,,http://www.redfin.com/MD/Baltimore/1521-N-Bond-St-21213/home/10783940,MRIS,BA10230058,N,Y,39.3079314,-76.596579
MLS Listing,,Townhouse,906 20th St,Baltimore,MD,21218,25000,3,1.0,,,,1920,4,,,Active,,,http://www.redfin.com/MD/Baltimore/906-E-20th-St-21218/home/10813016,MRIS,BA10230055,N,Y,39.3128821,-76.6059535
MLS Listing,,Townhouse,1611 Bolton St,Baltimore,MD,21217,675000,4,3.5,Bolton Hill,4535,2600,1920,4,149,,Active,,,http://www.redfin.com/MD/Baltimore/1611-Bolton-St-21217/home/10880611,MRIS,BA10224106,N,Y,39.3081503,-76.6271352
MLS Listing,,Townhouse,3921 Ridgewood Ave,Baltimore,MD,21215,20000,4,2.5,Dolfield,1566,,1910,4,13,,Active,,,http://www.redfin.com/MD/Baltimore/3921-Ridgewood-Ave-21215/home/10903297,MRIS,BA10230045,N,Y,39.3365044,-76.6836461
MLS Listing,,Townhouse,4290 Clydesdale Ave,Baltimore,MD,21211,179000,3,1.0,Medfield,1424,1520,1953,4,126,,Active,,,http://www.redfin.com/MD/Baltimore/4290-Clydesdale-Ave-21211/home/10872882,MRIS,BA10225477,N,Y,39.3390295,-76.6445314
MLS Listing,,Townhouse,237 25th St E,Baltimore,MD,21218,299900,3,2.0,Charles Village,,871,1920,4,,,Active,,,http://www.redfin.com/MD/Baltimore/237-E-25th-St-21218/home/10846787,MRIS,BA10223963,N,Y,39.3177514,-76.6129482
MLS Listing,,Townhouse,3536 Ellerslie Ave,Baltimore,MD,21218,30000,3,2.0,Waverly,2200,,1920,4,14,,Active,,,http://www.redfin.com/MD/Baltimore/3536-Ellerslie-Ave-21218/home/11839293,MRIS,BA10230031,N,Y,39.3318705,-76.603866
MLS Listing,,Townhouse,105 Lakewood Ave,Baltimore,MD,21224,245000,2,2.5,Patterson Park,1944,871,1920,4,126,,Active,May-12-2018 10:30 AM,May-12-2018 12:30 PM,http://www.redfin.com/MD/Baltimore/105-N-Lakewood-Ave-21224/home/10760950,MRIS,BA10229969,N,Y,39.2934383,-76.5788927
MLS Listing,,Townhouse,3640 Keystone Ave,Baltimore,MD,21211,115000,2,1.0,Woodberry Historic District,1024,1307,1956,4,112,,Active,,,http://www.redfin.com/MD/Baltimore/3640-Keystone-Ave-21211/home/10862082,MRIS,BA10229960,N,Y,39.3329896,-76.6502845
MLS Listing,,Townhouse,3722 Evergreen Ave,Baltimore,MD,21206,139900,3,1.5,Waltherson,1024,,1952,4,137,,Active,,,http://www.redfin.com/MD/Baltimore/3722-Evergreen-Ave-21206/home/11124258,MRIS,BA10229945,N,Y,39.3468762,-76.5496103
MLS Listing,,Townhouse,4032 Annellen Rd,Baltimore,MD,21215,162900,3,3.0,Ashburton,2178,,1955,4,75,,Active,,,http://www.redfin.com/MD/Baltimore/4032-Annellen-Rd-21215/home/10907302,MRIS,BA10229927,N,Y,39.3333335,-76.6688279
MLS Listing,,Townhouse,3902 Claremont St,Baltimore,MD,21224,99000,3,1.5,Highlandtown,1398,871,1920,4,71,,Active,,,http://www.redfin.com/MD/Baltimore/3902-Claremont-Ave-21224/home/11080385,MRIS,BA10229919,N,Y,39.2897534,-76.5642772
MLS Listing,,Townhouse,2023 31st St E,Baltimore,MD,21218,54000,4,1.5,Baltimore City,1984,2160,1920,4,27,,Active,,,http://www.redfin.com/MD/Baltimore/2023-E-31st-St-21218/home/10814894,MRIS,BA10229903,N,Y,39.3260689,-76.58687
MLS Listing,,Townhouse,513 Allendale St,Baltimore,MD,21229,79400,3,1.5,Edmondson Village,1216,,1940,4,65,,Active,,,http://www.redfin.com/MD/Baltimore/513-Allendale-St-21229/home/10989869,MRIS,BA10229805,N,Y,39.2930629,-76.678079
MLS Listing,,Townhouse,592 Beechfield Ave S,Baltimore,MD,21229,159900,3,1.5,Norwood Heights,1008,,1960,4,159,,Active,,,http://www.redfin.com/MD/Baltimore/592-S-Beechfield-Ave-21229/home/11031995,MRIS,BA10229807,N,Y,39.2737609,-76.6936455
MLS Listing,,Townhouse,2153 Chelsea Ter,Baltimore,MD,21216,65000,4,1.0,Gwynn Falls,1656,4356,1920,4,39,,Active,,,http://www.redfin.com/MD/Baltimore/2153-Chelsea-Ter-21216/home/10883939,MRIS,BA10228929,N,Y,39.312493,-76.6805797
MLS Listing,,Single Family Residential,1919 Forest Park Ave N,Baltimore,MD,21207,244900,3,3.0,Franklintown,1576,11960,1920,4,155,,Active,,,http://www.redfin.com/MD/Baltimore/1919-N-Forest-Park-Ave-21207/home/11217753,MRIS,BA10223341,N,Y,39.3084061,-76.7083548
MLS Listing,,Townhouse,115 Lee St W,Baltimore,MD,21201,1050000,5,5.0,Otterbein,4476,,1900,4,235,15,Active,,,http://www.redfin.com/MD/Baltimore/115-W-Lee-St-21201/home/11006559,MRIS,BA10212451,N,Y,39.2818981,-76.6166535
MLS Listing,,Townhouse,5615 Ready Ave,Baltimore,MD,21212,140000,3,2.0,Govans,1290,7405,1941,5,109,,Active,,,http://www.redfin.com/MD/Baltimore/5615-Ready-Ave-21212/home/11199783,MRIS,BA10229713,N,Y,39.3582648,-76.6085976
MLS Listing,,Townhouse,5615 Belle Ave,Baltimore,MD,21207,134900,2,1.0,Gwynn Oak,1440,3310,1952,5,94,,Active,,,http://www.redfin.com/MD/Baltimore/5615-Belle-Ave-21207/home/11215175,MRIS,BA10229688,N,Y,39.339536,-76.702912
MLS Listing,,Townhouse,2906 Elliott St,Baltimore,MD,21224,435000,3,3.0,Canton Square,1914,4,1987,5,227,83,Active,,,http://www.redfin.com/MD/Baltimore/2906-Elliott-St-21224/home/10733160,MRIS,BA10224171,N,Y,39.2793486,-76.5750345
MLS Listing,,Townhouse,4013 Wilsby Ave,Baltimore,MD,21218,48000,3,2.5,Pen Lucy,1260,1742,1924,5,38,,Active,,,http://www.redfin.com/MD/Baltimore/4013-Wilsby-Ave-21218/home/10804115,MRIS,BA10229625,N,Y,39.3385416,-76.604274
MLS Listing,,Single Family Residential,4010 4th St,Baltimore,MD,21225,260000,4,1.5,Brooklyn,2548,6247,1923,5,102,,Active,,,http://www.redfin.com/MD/Baltimore/4010-4th-St-21225/home/11053602,MRIS,BA10229577,N,Y,39.2324628,-76.608078
MLS Listing,,Townhouse,2858 Pelham Ave,Baltimore,MD,21213,89900,3,1.0,Belair Edison,1164,1742,1927,5,77,,Active,,,http://www.redfin.com/MD/Baltimore/2858-Pelham-Ave-21213/home/11119016,MRIS,BA10229574,N,Y,39.324987,-76.57081
MLS Listing,,Townhouse,1531 36th St,Baltimore,MD,21218,169900,3,2.0,Ednor Gardens - Lakeside,1470,,1951,5,116,,Active,,,http://www.redfin.com/MD/Baltimore/1531-E-36th-St-21218/home/10828447,MRIS,BA10212991,N,Y,39.3324939,-76.5928723
MLS Listing,,Townhouse,1668 Northbourne Rd,Baltimore,MD,21239,179999,3,2.0,Northwood,1280,2090,1954,5,141,,Active,,,http://www.redfin.com/MD/Baltimore/1668-Northbourne-Rd-21239/home/11148875,MRIS,BA10229506,N,Y,39.35454,-76.5835929
MLS Listing,,Townhouse,1733 Fleet St,Baltimore,MD,21231,229900,4,4.5,Fells Point,2628,2000,1920,5,87,,Active,,,http://www.redfin.com/MD/Baltimore/1733-Fleet-St-21231/home/10745086,MRIS,BA10229424,N,Y,39.2844335,-76.5919343
MLS Listing,,Townhouse,1524 William St,Baltimore,MD,21230,283900,2,1.5,Federal Hill,696,1307,1900,5,408,,Active,,,http://www.redfin.com/MD/Baltimore/1524-William-St-21230/home/11016614,MRIS,BA10229381,N,Y,39.2722366,-76.6100978
MLS Listing,,Townhouse,1312 Patapsco St,Baltimore,MD,21230,369000,3,3.0,Federal Hill,1916,982,1900,5,193,,Active,,,http://www.redfin.com/MD/Baltimore/1312-Patapsco-St-21230/home/11014121,MRIS,BA10229331,N,Y,39.2743311,-76.6135302
MLS Listing,,Townhouse,506 38th St,Baltimore,MD,21218,116000,3,1.0,Waverly,1186,,1946,5,98,,Active,May-12-2018 12:00 PM,May-12-2018 02:00 PM,http://www.redfin.com/MD/Baltimore/506-E-38th-St-21218/home/10803404,MRIS,BA10229313,N,Y,39.3355043,-76.6091836
MLS Listing,,Single Family Residential,4707 Anntana Ave,Baltimore,MD,21206,219000,4,2.0,Gardenville,1662,29185,1951,5,132,,Active,,,http://www.redfin.com/MD/Baltimore/4707-Anntana-Ave-21206/home/11095391,MRIS,BA10229280,N,Y,39.3338676,-76.5415219
MLS Listing,,Townhouse,1813 Presstman St,Baltimore,MD,21217,18500,2,1.0,Baltimore,,,1910,5,,,Active,,,http://www.redfin.com/MD/Baltimore/1813-Presstman-St-21217/home/25801846,MRIS,BA10229241,N,Y,39.3051017,-76.646968
MLS Listing,,Townhouse,743 Linnard St,Baltimore,MD,21229,63900,4,1.0,Edmondson Village,1360,,1923,5,47,,Active,,,http://www.redfin.com/MD/Baltimore/743-Linnard-St-21229/home/10940168,MRIS,BA10229226,N,Y,39.2963187,-76.6750987
MLS Listing,,Townhouse,411 31st St,Baltimore,MD,21218,189000,3,2.0,Charles Village,1957,,1875,5,97,,Active,,,http://www.redfin.com/MD/Baltimore/411-E-31st-St-21218/home/10854590,MRIS,BA10229209,N,Y,39.325832,-76.6104629
MLS Listing,,Single Family Residential,4300 Kolb Ave,Baltimore,MD,21206,319500,5,3.5,Belmar,1792,7500,1917,5,178,,Active,,,http://www.redfin.com/MD/Baltimore/4300-Kolb-Ave-21206/home/9412961,MRIS,BC10229213,N,Y,39.352745,-76.52916
MLS Listing,,Single Family Residential,1417 Webster St,Baltimore,MD,21230,1499000,4,3.5,Federal Hill,4000,1560,2018,5,375,,Active,,,http://www.redfin.com/MD/Baltimore/1417-Webster-St-21230/home/11021721,MRIS,BA10229161,N,Y,39.2728437,-76.6036905
MLS Listing,,Single Family Residential,315 Frankle St,Baltimore,MD,21225,123000,2,2.0,Curtis Heights,,3744,1951,5,,,Active,,,http://www.redfin.com/MD/Baltimore/315-Frankle-St-21225/home/10402828,MRIS,AA10229147,N,Y,39.2321641,-76.6089355
MLS Listing,,Townhouse,3704 Arcadia Ave,Baltimore,MD,21215,74900,3,1.0,Park Heights,,,1930,5,,,Active,,,http://www.redfin.com/MD/Baltimore/3704-Arcadia-Ave-21215/home/11171316,MRIS,BA10229144,N,Y,39.3436839,-76.6782339
MLS Listing,,Townhouse,2705 Biddle St E,Baltimore,MD,21213,149999,4,3.0,Baltimore City,,4600,1925,5,,,Active,,,http://www.redfin.com/MD/Baltimore/2705-E-Biddle-St-21213/home/10797691,MRIS,BA10229107,N,Y,39.3047074,-76.5795601
MLS Listing,,Townhouse,5607 Whitby Rd,Baltimore,MD,21206,159900,3,1.5,Holland Hill,1184,2627,1965,5,135,,Active,,,http://www.redfin.com/MD/Baltimore/5607-Whitby-Rd-21206/home/9399293,MRIS,BC10229098,N,Y,39.3361558,-76.5292913
MLS Listing,,Townhouse,3710 Arcadia Ave,Baltimore,MD,21215,29900,3,1.0,Park Heights,,,1930,5,,,Active,,,http://www.redfin.com/MD/Baltimore/3710-Arcadia-Ave-21215/home/11171321,MRIS,BA10229052,N,Y,39.3436001,-76.6783693
MLS Listing,,Townhouse,336 Newkirk St S,Baltimore,MD,21224,99982,3,1.0,Geektown,1105,,1915,5,90,,Active,,,http://www.redfin.com/MD/Baltimore/336-S-Newkirk-St-21224/home/11081381,MRIS,BA10229035,N,Y,39.2883234,-76.5568263
