SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Townhouse,5716 Ranny Rd,Baltimore,MD,21209,270000,3,1.5,Mt Washington,1516,3485,1948,5,178,,Active,,,http://www.redfin.com/MD/Baltimore/5716-Ranny-Rd-21209/home/11164728,MRIS,BA10229032,N,Y,39.3643374,-76.6608649
MLS Listing,,Vacant Land,402 Madeira St N,Baltimore,MD,21231,15000,,,Care,,923,,5,,,Active,,,http://www.redfin.com/MD/Baltimore/402-N-Madeira-St-21231/home/10756399,MRIS,BA10228990,N,Y,39.2955137,-76.5858482
MLS Listing,,Single Family Residential,4001 Springdale Ave,Baltimore,MD,21207,269900,5,4.0,Forest Park/ Gwynn Oak,2085,10000,1920,5,129,,Active,,,http://www.redfin.com/MD/Baltimore/4001-Springdale-Ave-21207/home/10882188,MRIS,BA10228983,N,Y,39.3258416,-76.6871711
MLS Listing,,Townhouse,1410 Pratt St W,Baltimore,MD,21223,25000,4,2.5,Union Square,1650,,1880,5,15,,Active,,,http://www.redfin.com/MD/Baltimore/1410-W-Pratt-St-21223/home/25807333,MRIS,BA10228951,N,Y,39.2856132,-76.6399062
MLS Listing,,Single Family Residential,521 Maude Ave,Baltimore,MD,21225,25000,3,1.0,Balto City,960,2400,1923,5,26,,Active,,,http://www.redfin.com/MD/Baltimore/521-Maude-Ave-21225/home/11048853,MRIS,BA10228942,N,Y,39.238357,-76.602198
MLS Listing,,Single Family Residential,2848 Boarman Ave,Baltimore,MD,21215,35000,3,1.0,Balto City,,1665,1920,5,,,Active,,,http://www.redfin.com/MD/Baltimore/2848-Boarman-Ave-21215/home/10921922,MRIS,BA10228894,N,Y,39.3374582,-76.6693693
MLS Listing,,Townhouse,836 Park Ave Unit C,Baltimore,MD,21201,225000,1,1.0,Mount Vernon,907,,1910,5,248,185,Active,,,http://www.redfin.com/MD/Baltimore/836-Park-Ave-21201/unit-C/home/11891818,MRIS,BA10228871,N,Y,39.2999208,-76.6186574
MLS Listing,,Single Family Residential,1708 Wilkens Ave,Baltimore,MD,21223,19900,3,1.0,Balto City,,914,1915,5,,,Active,,,http://www.redfin.com/MD/Baltimore/1708-Wilkens-Ave-21223/home/10963045,MRIS,BA10228867,N,Y,39.283035,-76.644418
MLS Listing,,Townhouse,3449 Ash St,Baltimore,MD,21211,239500,2,2.5,Hampden,1288,2120,1880,5,186,,Active,,,http://www.redfin.com/MD/Baltimore/3449-Ash-St-21211/home/10860571,MRIS,BA10228863,N,Y,39.3283151,-76.6395452
MLS Listing,,Townhouse,2011 Cliftwood Ave,Baltimore,MD,21213,44900,3,1.0,Clifton Park,,,1920,5,,,Active,,,http://www.redfin.com/MD/Baltimore/2011-Cliftwood-Ave-21213/home/10780453,MRIS,BA10228826,N,Y,39.3134027,-76.5897175
MLS Listing,,Townhouse,5735 Edgepark Rd,Baltimore,MD,21239,159900,3,1.5,Loch Raven,1178,3133,1948,5,136,,Active,,,http://www.redfin.com/MD/Baltimore/5735-Edgepark-Rd-21239/home/11186721,MRIS,BA10228796,N,Y,39.3566875,-76.5758251
MLS Listing,,Multi-Family (5+ Unit),107 Chase St E,Baltimore,MD,21202,675000,,,Mount Vernon  /  Mid-town Belvedere,5904,2928,1870,5,114,,Active,,,http://www.redfin.com/MD/Baltimore/107-E-Chase-St-21202/home/25797146,MRIS,BA10228766,N,Y,39.3023621,-76.613449
MLS Listing,,Townhouse,2203 Dukeland St,Baltimore,MD,21216,134900,3,1.0,Gwynns Falls,1024,,1958,5,132,,Active,,,http://www.redfin.com/MD/Baltimore/2203-N-Dukeland-St-21216/home/10912971,MRIS,BA10228746,N,Y,39.3125916,-76.6639329
MLS Listing,,Single Family Residential,4014 Pinkney Rd,Baltimore,MD,21215,210000,4,2.0,Upper Park Heights,1456,5998,1928,5,144,,Active,,,http://www.redfin.com/MD/Baltimore/4014-Pinkney-Rd-21215/home/11182245,MRIS,BA10228713,N,Y,39.3532191,-76.696978
MLS Listing,,Single Family Residential,3002 Batavia Ave,Baltimore,MD,21214,179900,3,2.5,Hamilton,1445,8398,1925,5,124,,Active,,,http://www.redfin.com/MD/Baltimore/3002-Batavia-Ave-21214/home/25816006,MRIS,BA10228718,N,Y,39.3487814,-76.5632951
MLS Listing,,Townhouse,1932 Lanvale St W,Baltimore,MD,21217,5000,3,1.0,Midtown/edmondson,,,1920,5,,,Active,,,http://www.redfin.com/MD/Baltimore/1932-W-Lanvale-St-21217/home/10928586,MRIS,BA10228697,N,Y,39.2977011,-76.6485924
MLS Listing,,Condo/Co-op,1200 Steuart St #331,Baltimore,MD,21230,300000,1,1.5,Silo Point,1507,,2010,5,199,620,Active,,,http://www.redfin.com/MD/Baltimore/1200-Steuart-St-21230/unit-331/home/23456650,MRIS,BA10228696,N,Y,39.2697734,-76.5886798
MLS Listing,,Townhouse,2529 Edmondson Ave,Baltimore,MD,21223,5000,3,1.0,Rosemont Homeowners/tenants,1694,,1920,5,3,,Active,,,http://www.redfin.com/MD/Baltimore/2529-Edmondson-Ave-21223/home/10967963,MRIS,BA10228673,N,Y,39.2944646,-76.6572402
MLS Listing,,Townhouse,1703 Ashburton St,Baltimore,MD,21216,10000,3,1.0,Coppin Heights/ash-co-east,,,1920,5,,,Active,,,http://www.redfin.com/MD/Baltimore/1703-Ashburton-St-21216/home/10888073,MRIS,BA10228652,N,Y,39.3075103,-76.6618575
MLS Listing,,Condo/Co-op,23 Pierside Dr #208,Baltimore,MD,21230,220000,1,1.0,Federal Hill,775,,2005,5,284,553,Active,,,http://www.redfin.com/MD/Baltimore/23-Pierside-Dr-21230/unit-208/home/11223651,MRIS,BA10228591,N,Y,39.2771286,-76.6054421
MLS Listing,,Townhouse,1530 Caroline St N,Baltimore,MD,21213,279000,3,3.5,Oliver,,,1920,5,,,Active,,,http://www.redfin.com/MD/Baltimore/1530-N-Caroline-St-21213/home/10811588,MRIS,BA10228495,N,Y,39.3081025,-76.5983846
MLS Listing,,Townhouse,255 Ellwood Ave S,Baltimore,MD,21224,339000,3,2.5,Patterson Park,1615,,1900,5,210,,Active,,,http://www.redfin.com/MD/Baltimore/255-S-Ellwood-Ave-21224/home/10741117,MRIS,BA10217908,N,Y,39.2888932,-76.5729234
MLS Listing,,Townhouse,2553 Cold Spring Ln W,Baltimore,MD,21215,80000,3,1.5,Baltimore,,,1940,5,,,Active,,,http://www.redfin.com/MD/Baltimore/2553-W-Cold-Spring-Ln-21215/home/10920846,MRIS,BA10228359,N,Y,39.3405783,-76.6641811
MLS Listing,,Townhouse,114 Montgomery St E,Baltimore,MD,21230,639000,3,2.5,Federal Hill,1710,436,1825,5,374,,Active,,,http://www.redfin.com/MD/Baltimore/114-E-Montgomery-St-21230/home/11007960,MRIS,BA10211365,N,Y,39.2802,-76.6119779
MLS Listing,,Single Family Residential,604 Murdock Rd,Baltimore,MD,21212,499900,5,3.5,Anneslie,1598,6250,1928,5,313,,Active,May-13-2018 11:00 AM,May-13-2018 01:00 PM,http://www.redfin.com/MD/Baltimore/604-Murdock-Rd-21212/home/9640963,MRIS,BC10228186,N,Y,39.3770967,-76.6048515
MLS Listing,,Townhouse,3845 Forest Park Ave,Baltimore,MD,21216,59900,3,2.0,Forest Park/ Baltimore City,1800,436,1925,5,33,,Active,,,http://www.redfin.com/MD/Baltimore/3845-W-Forest-Park-Ave-21216/home/10882280,MRIS,BA10228177,N,Y,39.3253906,-76.6833427
MLS Listing,,Townhouse,3514 Bank St,Baltimore,MD,21224,420000,8,4.0,Highlandtown,4560,4480,1920,5,92,,Active,,,http://www.redfin.com/MD/Baltimore/3514-Bank-St-21224/home/11080924,MRIS,BA10228150,N,Y,39.2878201,-76.5676475
MLS Listing,,Townhouse,3128 Lawnview Ave,Baltimore,MD,21213,30900,2,2.0,Baltimore,1280,,1926,5,24,,Active,,,http://www.redfin.com/MD/Baltimore/3128-Lawnview-Ave-21213/home/10801441,MRIS,BA10228080,N,Y,39.3198236,-76.5737875
MLS Listing,,Condo/Co-op,2007 Clipper Park Rd #317,Baltimore,MD,21211,269500,2,2.0,Clipper Mill,1095,,2006,5,246,432,Active,,,http://www.redfin.com/MD/Baltimore/2007-Clipper-Park-Rd-21211/unit-317/home/11891944,MRIS,BA10228021,N,Y,39.331602,-76.644721
MLS Listing,,Townhouse,4644 Walther Ave,Baltimore,MD,21214,160000,3,2.0,Beverly Hills / Waltherson,1582,4182,1935,5,101,,Active,,,http://www.redfin.com/MD/Baltimore/4644-Walther-Ave-21214/home/11121155,MRIS,BA10223899,N,Y,39.3409221,-76.5653333
MLS Listing,,Townhouse,4248 Nicholas Ave,Baltimore,MD,21206,89900,3,2.0,Baltimore,1038,,1929,5,87,,Active,,,http://www.redfin.com/MD/Baltimore/4248-Nicholas-Ave-21206/home/11114494,MRIS,BA10224725,N,Y,39.3283622,-76.5627187
MLS Listing,,Townhouse,507 S Belnord Ave,Baltimore,MD,21224,300000,2,1.5,Canton,1008,720,1910,5,298,,Active,,,http://www.redfin.com/MD/Baltimore/507-S-Belnord-Ave-21224/home/10737447,MRIS,BA10224997,N,Y,39.2857902,-76.5777316
MLS Listing,,Townhouse,1000 Paca St,Baltimore,MD,21230,299000,3,2.5,Washington Village,2210,2,1900,5,135,,Active,,,http://www.redfin.com/MD/Baltimore/1000-S-Paca-St-21230/home/11003285,MRIS,BA10224082,N,Y,39.2805027,-76.6268193
MLS Listing,,Single Family Residential,3600 Plateau Ave,Baltimore,MD,21207,199999,5,3.0,Baltimore City,1838,6403,1923,5,109,,Active,,,http://www.redfin.com/MD/Baltimore/3600-Plateau-Ave-21207/home/11214930,MRIS,BA10220978,N,Y,39.3331286,-76.699581
MLS Listing,,Townhouse,204 Patterson Park Ave N,Baltimore,MD,21231,279900,2,3.0,Baltimore City,2000,,1910,5,140,,Active,,,http://www.redfin.com/MD/Baltimore/204-N-Patterson-Park-Ave-21231/home/10756696,MRIS,BA10225891,N,Y,39.294484,-76.585119
MLS Listing,,Single Family Residential,3609 White Ave,Baltimore,MD,21206,199000,4,3.0,Baltimore,1152,11400,1953,5,173,,Active,,,http://www.redfin.com/MD/Baltimore/3609-White-Ave-21206/home/11124429,MRIS,BA10209367,N,Y,39.3494563,-76.5501214
MLS Listing,,Townhouse,1609 Marshall St,Baltimore,MD,21230,289900,2,2.0,Federal Hill,1194,,1900,6,243,,Active,,,http://www.redfin.com/MD/Baltimore/1609-Marshall-St-21230/home/11013260,MRIS,BA10227982,N,Y,39.2712096,-76.6122341
MLS Listing,,Townhouse,716 34th St,Baltimore,MD,21211,329000,3,1.5,Hampden,1480,,1880,6,222,,Active,,,http://www.redfin.com/MD/Baltimore/716-W-34th-St-21211/home/10871980,MRIS,BA10227937,N,Y,39.328939,-76.62846
MLS Listing,,Townhouse,12 Highland Ave N,Baltimore,MD,21224,95000,4,2.0,Patterson Park/highlandtown,1316,,1920,6,72,,Active,,,http://www.redfin.com/MD/Baltimore/12-N-Highland-Ave-21224/home/11085777,MRIS,BA10227835,N,Y,39.2931593,-76.5697178
MLS Listing,,Single Family Residential,4312 Leeds Ave,Baltimore,MD,21229,329000,4,2.5,Arbutus,2352,138521,1910,6,140,,Active,,,http://www.redfin.com/MD/Baltimore/4312-Leeds-Ave-21229/home/9366174,MRIS,BC10227830,N,Y,39.261906,-76.689064
MLS Listing,,Single Family Residential,3602 Howard Park Ave,Baltimore,MD,21207,210000,3,2.0,Howard Park,1972,6247,1925,6,106,,Active,,,http://www.redfin.com/MD/Baltimore/3602-Howard-Park-Ave-21207/home/11214924,MRIS,BA10227810,N,Y,39.3330694,-76.6983389
MLS Listing,,Townhouse,3630 Rexmere Rd,Baltimore,MD,21218,168500,3,1.5,Ednor Gardens,1360,1950,1930,6,124,,Active,,,http://www.redfin.com/MD/Baltimore/3630-Rexmere-Rd-21218/home/10824714,MRIS,BA10227769,N,Y,39.3329223,-76.6022214
MLS Listing,,Single Family Residential,3823 Menlo Dr,Baltimore,MD,21215,265000,3,2.5,Upper Park Heights,1772,10258,1939,6,150,,Active,,,http://www.redfin.com/MD/Baltimore/3823-Menlo-Dr-21215/home/11182473,MRIS,BA10227750,N,Y,39.3534068,-76.6941938
MLS Listing,,Townhouse,6729 Boston Ave,Baltimore,MD,21222,135000,4,2.0,Graceland Park,1200,,1951,6,113,,Active,,,http://www.redfin.com/MD/Baltimore/6729-Boston-Ave-21222/home/11063399,MRIS,BA10227681,N,Y,39.279748,-76.53101
MLS Listing,,Single Family Residential,3905 Chatham Rd NW,Baltimore,MD,21207,72000,5,2.5,Forest Park,2165,7000,1909,6,33,,Active,,,http://www.redfin.com/MD/Baltimore/3905-Chatham-Rd-21207/home/10902201,MRIS,BA10227649,N,Y,39.3302065,-76.6837202
MLS Listing,,Townhouse,806 33rd St W,Baltimore,MD,21211,269900,3,1.5,Hampden,1848,,1900,6,146,,Active,,,http://www.redfin.com/MD/Baltimore/806-W-33rd-St-21211/home/10870568,MRIS,BA10227626,N,Y,39.327225,-76.629547
MLS Listing,,Townhouse,836 Dumbarton Ave,Baltimore,MD,21218,72500,2,3.0,"Pen Lucy, Penn Lucy",840,,1948,6,86,,Active,,,http://www.redfin.com/MD/Baltimore/836-Dumbarton-Ave-21218/home/10804228,MRIS,BA10227588,N,Y,39.3383894,-76.6031153
MLS Listing,,Condo/Co-op,2515 Boston St #506,Baltimore,MD,21224,419900,2,2.0,Canton,1307,,1987,6,321,511,Active,,,http://www.redfin.com/MD/Baltimore/2515-Boston-St-21224/unit-506/home/10730135,MRIS,BA10227598,N,Y,39.2801747,-76.5805646
MLS Listing,,Townhouse,131 Luzerne Ave N,Baltimore,MD,21224,234900,3,2.5,Patterson Park,2066,,1900,6,114,,Active,,,http://www.redfin.com/MD/Baltimore/131-N-Luzerne-Ave-21224/home/10760380,MRIS,BA10227570,N,Y,39.2938565,-76.5803375
MLS Listing,,Townhouse,5908 Hillen Rd,Baltimore,MD,21239,165000,3,2.0,Baltimore City,1824,,1951,6,90,,Active,,,http://www.redfin.com/MD/Baltimore/5908-Hillen-Rd-21239/home/11206782,MRIS,BA10216950,N,Y,39.3604778,-76.5814572
MLS Listing,,Townhouse,5405 Bucknell Rd,Baltimore,MD,21206,109000,3,1.0,Cedonia,1152,,1959,6,95,,Active,,,http://www.redfin.com/MD/Baltimore/5405-Bucknell-Rd-21206/home/11117289,MRIS,BA10227518,N,Y,39.3310869,-76.53388
MLS Listing,,Single Family Residential,3026 Overland Ave,Baltimore,MD,21214,154900,4,2.0,Beverly Hills,1675,6268,1926,6,92,,Active,,,http://www.redfin.com/MD/Baltimore/3026-Overland-Ave-21214/home/11119964,MRIS,BA10227496,N,Y,39.3384601,-76.5716931
MLS Listing,,Townhouse,107 Linwood Ave N,Baltimore,MD,21224,189900,2,2.5,Patterson Park,1472,3920,1920,6,129,,Active,,,http://www.redfin.com/MD/Baltimore/107-N-Linwood-Ave-21224/home/10762337,MRIS,BA10206675,N,Y,39.2935828,-76.5760605
MLS Listing,,Single Family Residential,3504 Marmon Ave,Baltimore,MD,21207,249000,5,4.0,Gwynn Oak,2389,6750,1925,6,104,,Active,,,http://www.redfin.com/MD/Baltimore/3504-Marmon-Ave-21207/home/11215725,MRIS,BA10227475,N,Y,39.3333841,-76.703505
MLS Listing,,Condo/Co-op,1000 Fell St #616,Baltimore,MD,21231,850000,2,2.0,Fells Point,2318,,1900,6,367,1193,Active,,,http://www.redfin.com/MD/Baltimore/1000-Fell-St-21231/unit-616/home/25790142,MRIS,BA10227464,N,Y,39.2799135,-76.5896277
MLS Listing,,Townhouse,807 Hanover St S,Baltimore,MD,21230,317500,4,2.5,Federal Hill,1590,436,1900,6,200,,Active,,,http://www.redfin.com/MD/Baltimore/807-S-Hanover-St-21230/home/11007340,MRIS,BA10227417,N,Y,39.2795861,-76.6155365
MLS Listing,,Townhouse,2410 Westwood Ave,Baltimore,MD,21216,5000,3,2.0,Coppin Heights/ Ash-co-east,,,1920,6,,,Active,,,http://www.redfin.com/MD/Baltimore/2410-Westwood-Ave-21216/home/10890245,MRIS,BA10227390,N,Y,39.308686,-76.65658
MLS Listing,,Single Family Residential,3822 Ridgewood Ave,Baltimore,MD,21215,224900,3,2.0,Arlington,2112,8099,1927,6,106,,Active,,,http://www.redfin.com/MD/Baltimore/3822-Ridgewood-Ave-21215/home/10881659,MRIS,BA10227374,N,Y,39.3370107,-76.6808616
MLS Listing,,Single Family Residential,3608 Bayonne Ave,Baltimore,MD,21206,149900,2,1.5,Hamilton,810,7423,1952,6,185,,Active,,,http://www.redfin.com/MD/Baltimore/3608-Bayonne-Ave-21206/home/11124452,MRIS,BA10227342,N,Y,39.3488579,-76.5506181
MLS Listing,,Single Family Residential,5816 Winner Ave,Baltimore,MD,21215,190000,2,2.0,,1425,5998,1922,6,133,,Active,,,http://www.redfin.com/MD/Baltimore/5816-Winner-Ave-21215/home/11179090,MRIS,BA10227323,N,Y,39.3577072,-76.682494
MLS Listing,,Condo/Co-op,221 Ridgemede Rd #102,Baltimore,MD,21210,159900,2,1.5,Tuscany Canterbury,1209,,1920,6,132,768,Active,,,http://www.redfin.com/MD/Baltimore/221-Ridgemede-Rd-21210/unit-102/home/10837500,MRIS,BA10227265,N,Y,39.339033,-76.62511
MLS Listing,,Townhouse,121 Warren Ave,Baltimore,MD,21230,389900,3,2.0,Federal Hill,1434,,1850,6,272,,Active,,,http://www.redfin.com/MD/Baltimore/121-Warren-Ave-21230/home/11015562,MRIS,BA10227198,N,Y,39.2787413,-76.6118806
MLS Listing,,Townhouse,104 Pilgrim Lndg,Baltimore,MD,21230,415000,3,2.5,Federal Hill,1800,1307,2004,6,231,80,Active,,,http://www.redfin.com/MD/Baltimore/104-Pilgrim-Lndg-21230/home/11222069,MRIS,BA10227173,N,Y,39.2750555,-76.6113825
MLS Listing,,Single Family Residential,5709 Newholme Ave,Baltimore,MD,21206,170000,3,2.0,Hamilton Area,1215,7632,1952,6,140,,Active,,,http://www.redfin.com/MD/Baltimore/5709-Newholme-Ave-21206/home/11094086,MRIS,BA10227139,N,Y,39.3375043,-76.5376779
MLS Listing,,Townhouse,1220 Curley St N,Baltimore,MD,21213,55000,2,1.0,East Baltimore,950,,1927,6,58,,Active,,,http://www.redfin.com/MD/Baltimore/1220-N-Curley-St-21213/home/10798757,MRIS,BA10227083,N,Y,39.3055065,-76.5765292
MLS Listing,,Townhouse,3200 O'donnell St,Baltimore,MD,21224,699000,5,3.5,Canton,3825,,1920,6,183,,Active,,,http://www.redfin.com/MD/Baltimore/3200-O-Donnell-St-21224/home/11070378,MRIS,BA10227063,N,Y,39.280544,-76.5709604
MLS Listing,,Townhouse,3439 Ravenwood Ave,Baltimore,MD,21213,15000,3,1.0,Four By Four,932,,1925,6,16,,Active,,,http://www.redfin.com/MD/Baltimore/3439-Ravenwood-Ave-21213/home/10802963,MRIS,BA10227049,N,Y,39.3151703,-76.5746346
MLS Listing,,Townhouse,22 Ashburton St N,Baltimore,MD,21223,65500,3,1.0,Baltimore,,,1915,6,,,Active,,,http://www.redfin.com/MD/Baltimore/22-Ashburton-St-21223/home/10976139,MRIS,BA10227033,N,Y,39.2884651,-76.6612143
MLS Listing,,Townhouse,1710 Broadway N,Baltimore,MD,21213,110000,5,2.0,Oliver,,,1913,6,,,Active,,,http://www.redfin.com/MD/Baltimore/1710-N-Broadway-21213/home/10782741,MRIS,BA10226994,N,Y,39.3098892,-76.595379
MLS Listing,,Townhouse,1747 Aliceanna St,Baltimore,MD,21231,1200000,3,3.5,Fells Point,2754,1220,2011,6,436,,Active,,,http://www.redfin.com/MD/Baltimore/1747-Aliceanna-St-21231/home/39593246,MRIS,BA10226976,N,Y,39.2834188,-76.5914595
MLS Listing,,Townhouse,811 Fort Ave E,Baltimore,MD,21230,359900,2,2.5,Locust Point,1547,845,1919,6,233,,Active,,,http://www.redfin.com/MD/Baltimore/811-E-Fort-Ave-21230/home/11022058,MRIS,BA10226971,N,Y,39.271842,-76.6024471
MLS Listing,,Townhouse,2431 Eutaw Pl,Baltimore,MD,21217,375000,4,3.5,Reservoir Hill,2976,,1921,6,126,,Active,May-9-2018 11:30 AM,May-9-2018 01:00 PM,http://www.redfin.com/MD/Baltimore/2431-Eutaw-Pl-21217/home/10867633,MRIS,BA10222838,N,Y,39.314278,-76.637351
MLS Listing,,Townhouse,2526 Boyd St,Baltimore,MD,21223,5000,3,1.0,Shipley Hill,,,1900,6,,,Active,,,http://www.redfin.com/MD/Baltimore/2526-Boyd-St-21223/home/10974454,MRIS,BA10226963,N,Y,39.286319,-76.657227
MLS Listing,,Single Family Residential,4004 Fleetwood Ave,Baltimore,MD,21206,199900,3,3.5,Overlea,1488,10873,1900,6,134,,Active,,,http://www.redfin.com/MD/Baltimore/4004-Fleetwood-Ave-21206/home/11140252,MRIS,BA10226948,N,Y,39.3563978,-76.5320422
MLS Listing,,Townhouse,212 Payson St S,Baltimore,MD,21223,10000,3,1.0,Carrollton Ridge,,,1900,6,,,Active,,,http://www.redfin.com/MD/Baltimore/212-S-Payson-St-21223/home/10980707,MRIS,BA10226914,N,Y,39.284474,-76.648697
MLS Listing,,Townhouse,1942 Light St,Baltimore,MD,21230,260000,2,2.5,Federal Hill,1166,885,1900,6,223,,Active,,,http://www.redfin.com/MD/Baltimore/1942-Light-St-21230/home/11012816,MRIS,BA10222483,N,Y,39.267563,-76.612294
MLS Listing,,Condo/Co-op,3041 Fallstaff Rd Unit 303D,Baltimore,MD,21209,144900,2,2.0,The Towers,1673,,1988,6,87,668,Active,,,http://www.redfin.com/MD/Baltimore/3041-Fallstaff-Rd-21209/unit-303D/home/11176394,MRIS,BA10226894,N,Y,39.3682091,-76.6918906
MLS Listing,,Townhouse,3307 Westerwald Ave,Baltimore,MD,21218,59900,3,1.0,Waverly,1236,,1924,6,48,,Active,,,http://www.redfin.com/MD/Baltimore/3307-Westerwald-Ave-21218/home/10805725,MRIS,BA10226821,N,Y,39.3290393,-76.6047717
MLS Listing,,Townhouse,115 27th St W,Baltimore,MD,21218,248950,2,1.5,Charles Village,1080,1080,1920,6,231,,Active,,,http://www.redfin.com/MD/Baltimore/115-W-27th-St-21218/home/10840948,MRIS,BA10226813,N,Y,39.3203746,-76.6194169
MLS Listing,,Townhouse,128 East Ave,Baltimore,MD,21224,88700,3,1.0,Patterson Park,1428,,1920,6,62,,Active,,,http://www.redfin.com/MD/Baltimore/128-South-East-Ave-21224/home/10741022,MRIS,BA10226798,N,Y,39.2905803,-76.5720196
MLS Listing,,Townhouse,640 Payson St S,Baltimore,MD,21223,5000,3,1.0,Carrollton Ridge,,,1920,6,,,Active,,,http://www.redfin.com/MD/Baltimore/640-S-Payson-St-21223/home/10982797,MRIS,BA10226756,N,Y,39.27995,-76.6470191
MLS Listing,,Condo/Co-op,1 University Pkwy E #710,Baltimore,MD,21218,79900,2,1.0,Guilford,888,,1965,6,90,711,Active,,,http://www.redfin.com/MD/Baltimore/1-E-University-Pkwy-21218/unit-710/home/10854086,MRIS,BA10218061,N,Y,39.3313784,-76.6169047
MLS Listing,,Single Family Residential,1012 Overbrook Rd,Idlewylde,MD,21239,400000,3,2.5,Idlewylde,1402,7248,1928,6,285,,Active,,,http://www.redfin.com/MD/Baltimore/1012-Overbrook-Rd-21239/home/9634300,MRIS,BC10218235,N,Y,39.3734135,-76.5914017
MLS Listing,,Townhouse,1512 Holbrook St,Baltimore,MD,21202,40000,3,1.0,000,,,1920,6,,,Active,,,http://www.redfin.com/MD/Baltimore/1512-Holbrook-St-21202/home/10810848,MRIS,BA10218054,N,Y,39.3074627,-76.6033047
MLS Listing,,Townhouse,302 Camillia Pl,Baltimore,MD,21229,222000,3,3.0,Uplands,1550,436,2016,6,143,75,Active,,,http://www.redfin.com/MD/Baltimore/302-Camillia-Pl-21229/home/113105310,MRIS,BA10226530,N,Y,39.2893575,-76.6900452
MLS Listing,,Townhouse,1409 Richardson St,Baltimore,MD,21230,479900,3,3.5,Locust Point,2250,1002,2007,6,213,,Active,,,http://www.redfin.com/MD/Baltimore/1409-Richardson-St-21230/home/12108109,MRIS,BA10225981,N,Y,39.2692751,-76.5909294
MLS Listing,,Single Family Residential,700 Melrose Ave W,Baltimore,MD,21210,525000,3,2.5,North Roland Park,1936,7509,1939,6,271,,Active,,,http://www.redfin.com/MD/Baltimore/700-W-Melrose-Ave-21210/home/11161455,MRIS,BA10224357,N,Y,39.3657227,-76.6326747
MLS Listing,,Condo/Co-op,511 Bond St #302,Baltimore,MD,21231,139000,1,1.0,Fells Point,681,,2006,7,204,365,Active,,,http://www.redfin.com/MD/Baltimore/511-S-Bond-St-21231/unit-302/home/12547044,MRIS,BA10210939,N,Y,39.2849269,-76.595019
MLS Listing,,Townhouse,566 47th St,Baltimore,MD,21224,130000,3,1.0,Harbor View,1024,2600,1952,7,127,,Active,,,http://www.redfin.com/MD/Baltimore/566-47th-St-21224/home/9345953,MRIS,BC10226149,N,Y,39.286271,-76.52652
